time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010450400000	14.1083	20.6914	5.03466	2.79715	0.517029	lidar	0.689846	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.859	20.7709	5.1321	2.83106	0.536933	radar	0.229875	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.5738	20.8375	5.24696	2.86494	0.542976	lidar	1.28332	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3103	20.8781	5.39668	2.91575	0.594291	radar	1.88895	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.0872	20.8996	5.21896	2.9563	0.610006	lidar	0.38385	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8569	20.9592	5.08377	2.97607	0.591406	radar	1.97881	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7057	20.9753	4.74087	3.01203	0.60736	lidar	2.21144	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.443	21.0218	4.86986	3.036	0.598968	radar	2.57431	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1943	21.0592	4.90329	3.06005	0.591193	lidar	0.150476	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9598	21.0778	4.91505	3.09113	0.597724	radar	0.918741	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7294	21.0407	4.83456	3.14055	0.622892	lidar	1.80464	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4878	21.0248	4.81035	3.17642	0.627473	radar	1.04508	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2874	21.012	4.68642	3.21123	0.635402	lidar	0.526703	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0336	20.9726	4.74032	3.24961	0.641392	radar	4.14738	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.837	20.9301	4.62056	3.29162	0.657233	lidar	0.219348	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.6047	20.9194	4.33798	3.30357	0.614446	radar	5.20401	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2781	20.9715	4.67444	3.2798	0.537325	lidar	4.253	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0467	20.9487	4.70235	3.30228	0.533558	radar	1.01639	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.87994	20.905	4.50757	3.34087	0.554088	lidar	1.1713	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.6756	20.8807	4.21493	3.35366	0.524598	radar	1.13462	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.49368	20.8363	4.14598	3.38338	0.531045	lidar	0.213217	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.29149	20.7858	4.30681	3.41337	0.542328	radar	1.48859	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.92612	20.7797	4.74371	3.3842	0.46068	lidar	3.96083	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.72542	20.6957	4.7159	3.42637	0.489177	radar	4.22262	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40105	20.6243	5.01025	3.43085	0.456328	lidar	3.09485	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.16482	20.5477	5.02189	3.45628	0.460781	radar	0.0510943	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.91175	20.4684	5.06725	3.47579	0.455212	lidar	0.0620449	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.68689	20.3874	5.16656	3.50434	0.470965	radar	3.24839	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.3264	20.3364	5.49558	3.48238	0.407174	lidar	1.97178	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.07389	20.2475	5.36485	3.49798	0.395035	radar	0.314454	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.81723	20.1596	5.38048	3.51352	0.389702	lidar	0.0397735	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.58368	20.0707	5.2619	3.53069	0.384862	radar	0.61212	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.35843	19.9741	5.2098	3.55246	0.389501	lidar	0.142831	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.13962	19.8817	5.19543	3.57314	0.395569	radar	3.11725	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.8818	19.7857	5.25091	3.58206	0.380952	lidar	0.157423	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.61921	19.6477	5.54548	3.60908	0.398375	radar	1.37634	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.50573	19.5097	5.18589	3.66806	0.457064	lidar	2.77499	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.30487	19.3611	5.16364	3.70324	0.474744	radar	1.89351	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.10956	19.2561	5.07567	3.72147	0.471097	lidar	1.9993	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94694	19.1397	4.76237	3.74755	0.472759	radar	4.35766	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.81106	18.9917	4.62955	3.79298	0.504583	lidar	0.50481	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.59179	18.8421	4.93272	3.81193	0.499681	radar	1.69375	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
