time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010447900000	20.3143	11.352	4.87337	1.44344	0.485064	lidar	0.00121646	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2665	11.5873	4.67884	1.51388	0.556829	radar	10.3848	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3358	11.8286	4.70258	1.51989	0.533391	lidar	4.79186	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3592	12.068	4.8315	1.52751	0.495903	radar	3.81441	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3408	12.371	4.96737	1.57033	0.516479	lidar	1.0725	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2944	12.6011	4.81981	1.62526	0.565546	radar	3.18952	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3204	12.8363	4.80329	1.63641	0.547045	lidar	1.8677	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3124	13.0596	4.75515	1.65939	0.543841	radar	2.05412	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2795	13.2661	4.68998	1.68753	0.544288	lidar	0.903452	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2429	13.4986	4.71889	1.71316	0.537538	radar	1.31697	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.217	13.7677	4.79733	1.73766	0.535689	lidar	1.42428	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1656	13.988	4.73593	1.77183	0.549598	radar	0.807328	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1047	14.2538	4.81864	1.80421	0.555555	lidar	0.441558	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0338	14.4814	4.81684	1.83554	0.558014	radar	1.37148	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9183	14.7492	4.92732	1.88224	0.57887	lidar	1.20104	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8524	14.9651	4.9121	1.89895	0.555336	radar	3.37158	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8278	15.1733	4.8197	1.90564	0.532526	lidar	2.16612	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7052	15.3705	4.65381	1.97678	0.618292	radar	7.77914	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6853	15.5428	4.50311	1.98185	0.59008	lidar	3.05628	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6009	15.7363	4.48061	2.00608	0.580447	radar	1.20512	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4889	15.9614	4.54562	2.03863	0.584574	lidar	0.172937	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3912	16.1653	4.57626	2.05443	0.556153	radar	1.7914	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2811	16.3441	4.52927	2.08472	0.558508	lidar	0.386437	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1695	16.534	4.51098	2.11373	0.56143	radar	0.212979	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0263	16.762	4.61616	2.14567	0.565985	lidar	0.436209	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8708	16.9534	4.60433	2.20509	0.628591	radar	6.78384	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6754	17.2168	4.84069	2.24368	0.636859	lidar	2.13794	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
